Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
"6rPO02ozF3bM7NnOV4h6s2,""4V8Sr092TqfHkfAA5fXXqG,4VMYDCV2IEDYJArk749S6m,1uNFoZAHBGtllmzznpCI3s"",""Despacito - Remix"",""Despacito Feat. Justin Bieber (Remix)"",""Luis Fonsi,Daddy Yankee,Justin Bieber"",2017-04-17,228826,73,spotify:user:,2023-03-07T21:55:56Z,""latin pop,puerto rican pop,latin hip hop,reggaeton,trap latino,urbano latino,canadian pop,pop"",0.653,0.816,2,-4.353,1,0.167,0.228,0,0.0967,0.816,178.085,4"
"0pwYLVXVknPSGUQb39cePC,""1uNFoZAHBGtllmzznpCI3s,0c173mlxpT3dSFRgMO8XPh"",""As Long As You Love Me"",""Believe (Deluxe Edition)"",""Justin Bieber,Big Sean"",2012-06-15,229466,69,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop,detroit hip hop,hip hop,pop rap,rap,southern hip hop,trap"",0.571,0.873,0,-3.382,0,0.1,0.0811,0,0.361,0.613,139.691,4"
"190jyVPHYjAqEaOGmMzdyk,""1uNFoZAHBGtllmzznpCI3s,0hCNtLu0JehylgoiP8L4Gh"",""Beauty And A Beat"",""Believe (Deluxe Edition)"",""Justin Bieber,Nicki Minaj"",2012-06-15,227986,78,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop,dance pop,hip pop,queens hip hop,rap"",0.602,0.843,0,-4.831,1,0.0593,0.000688,0.0000527,0.0682,0.526,128.003,4"
"31qCy5ZaophVA81wtlwLc4,""1uNFoZAHBGtllmzznpCI3s"",""Anyone"",""Anyone"",""Justin Bieber"",2021-01-01,190779,74,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop"",0.686,0.538,2,-8.026,1,0.0345,0.181,0.00000313,0.113,0.584,115.884,4"
"61uyGDPJ06MkxJtHgPmuyO,""1uNFoZAHBGtllmzznpCI3s"",""Company"",""Purpose (Deluxe)"",""Justin Bieber"",2015-11-13,208120,71,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop"",0.59,0.797,4,-4.901,0,0.0614,0.132,0,0.0846,0.425,94.948,4"
"4MmMxyew8yq1OEyJOMaX6M,""1uNFoZAHBGtllmzznpCI3s,6LuN9FCkKOj5PcnpouEgny"",""As I Am (feat. Khalid)"",""Justice"",""Justin Bieber,Khalid"",2021-03-19,174406,62,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop,pop r&b"",0.608,0.547,11,-8.151,1,0.0368,0.131,0,0.0974,0.108,99.947,4"
"3A7qX2QjDlPnazUsRk5y0M,""1Cs0zKBU1kc0i8ypK3B9ai,1uNFoZAHBGtllmzznpCI3s"",""2U (feat. Justin Bieber)"",""2U (feat. Justin Bieber)"",""David Guetta,Justin Bieber"",2017-06-09,194896,68,spotify:user:,2023-03-07T21:55:56Z,""big room,dance pop,edm,pop,pop dance,canadian pop"",0.548,0.65,8,-5.827,0,0.0591,0.219,0,0.225,0.557,144.937,4"
"5GYbkDveRD2I8M5ZJ14hWn,""1uNFoZAHBGtllmzznpCI3s,0xOeVMOz2fVg5BJY3N6akT"",""Never Say Never"",""Never Say Never - The Remixes"",""Justin Bieber,Jaden"",2011-01-01,227853,73,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop,pop rap,rap"",0.739,0.807,0,-5.063,1,0.0652,0.0181,0,0.295,0.632,97.048,4"
"59ltMnCjkPJqUM4pBlc1o2,""1uNFoZAHBGtllmzznpCI3s,4O15NlyKLIASxsJ0PrXPfz"",""There She Go (feat. Lil Uzi Vert)"",""Justice (Triple Chucks Deluxe)"",""Justin Bieber,Lil Uzi Vert"",2021-03-26,215019,57,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop,melodic rap,philly rap,rap"",0.727,0.716,9,-5.429,1,0.0346,0.00968,0,0.12,0.911,150.071,4"
"6tTeRmhhuwDl5Y4UiJdHuO,""5yOvAmpIR7hVxiS6Ls5DPO,1uNFoZAHBGtllmzznpCI3s"",""attention"",""attention"",""Omah Lay,Justin Bieber"",2022-03-03,180563,65,spotify:user:,2023-03-07T21:55:56Z,""afro dancehall,nigerian pop,canadian pop,pop"",0.817,0.72,5,-8.134,0,0.0809,0.172,0.000726,0.109,0.384,119.989,4"
"23EquxExXkNmGCCY96P0Iu,""1uNFoZAHBGtllmzznpCI3s"",""Hailey"",""Justice (The Complete Edition)"",""Justin Bieber"",2021-10-08,193354,69,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop"",0.462,0.745,0,-6.588,0,0.0699,0.0367,0,0.0795,0.254,100.042,4"
"4WghJOMjDpGdlk3b8aJIgy,""0cGUm45nv7Z6M6qdXYQGTX,1uNFoZAHBGtllmzznpCI3s"",""up at night (feat. justin bieber)"",""up at night (feat. justin bieber)"",""Kehlani,Justin Bieber"",2022-03-30,182226,64,spotify:user:,2023-03-07T21:55:56Z,""pop,r&b,rap,canadian pop"",0.563,0.756,0,-3.852,0,0.0579,0.196,0,0.245,0.234,100.012,4"
"1mSdbey7RstGLY2udgXv74,""3tVQdUvClmAT7URs9V3rsp,1uNFoZAHBGtllmzznpCI3s,687cZJR45JO7jhk1LHIbgq"",""Essence (feat. Justin Bieber & Tems)"",""Essence (feat. Justin Bieber & Tems)"",""Wizkid,Justin Bieber,Tems"",2021-08-13,263288,66,spotify:user:,2023-03-07T21:55:56Z,""afro dancehall,afropop,azonto,azontobeats,nigerian hip hop,nigerian pop,canadian pop,pop,afro r&b,alte"",0.835,0.691,0,-5.828,1,0.113,0.0159,0.0000144,0.108,0.581,103.999,4"
"5G99lkpldkHJx6o1Z37ts7,""1uNFoZAHBGtllmzznpCI3s,3JXpwnHbLvXxY99EuXqFPX"",""Angels Speak"",""Justice (The Complete Edition)"",""Justin Bieber,Poo Bear"",2021-10-08,231667,56,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop,pop r&b"",0.522,0.243,1,-7.796,1,0.0461,0.874,0,0.098,0.569,119.341,3"
"7iNIg7XDEaYECfWD5dJ9Va,""1uNFoZAHBGtllmzznpCI3s,1okJ4NC308qbtY9LyHn6DO"",""Friends (with BloodPop®)"",""Friends (with BloodPop®)"",""Justin Bieber,BloodPop®"",2017-08-17,189466,70,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop,electropop"",0.743,0.735,8,-5.337,1,0.0382,0.00389,0,0.304,0.631,104.979,4"
"3JsydWaf2Ev4ehaLUjj3SY,""1uNFoZAHBGtllmzznpCI3s,1anyVhU62p31KFi8MEzkbf"",""Confident"",""Journals"",""Justin Bieber,Chance the Rapper"",2014-05-13,248133,77,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop,chicago rap,conscious hip hop,hip hop,pop rap,rap"",0.741,0.565,5,-5.448,0,0.108,0.114,0,0.205,0.892,134.122,4"
"3HVWdVOQ0ZA45FuZGSfvns,""6eUKZXaKkcviH0Ku9w2n3V,1uNFoZAHBGtllmzznpCI3s"",""I Don't Care (with Justin Bieber)"",""I Don't Care (with Justin Bieber)"",""Ed Sheeran,Justin Bieber"",2019-05-10,219946,78,spotify:user:,2023-03-07T21:55:56Z,""pop,uk pop,canadian pop"",0.798,0.675,6,-5.041,1,0.0442,0.0912,0,0.0894,0.842,101.956,4"
"3rLIv187BhjyweFe89SgLn,""1uNFoZAHBGtllmzznpCI3s"",""Somebody To Love"",""My World 2.0"",""Justin Bieber"",2010-01-01,220920,71,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop"",0.714,0.833,5,-5.239,1,0.0259,0.00249,0,0.298,0.663,129.964,4"
"6eDApnV9Jdb1nYahOlbbUh,""1uNFoZAHBGtllmzznpCI3s"",""One Time"",""My World"",""Justin Bieber"",2009-01-01,215866,72,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop"",0.691,0.853,1,-2.528,0,0.0372,0.0631,0.0000713,0.082,0.762,145.999,4"
"6CLVh9sekZ1p2G8Tfhhj8h,""1uNFoZAHBGtllmzznpCI3s"",""All That Matters"",""Journals"",""Justin Bieber"",2014-05-13,191173,67,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop"",0.698,0.509,1,-5.798,1,0.0503,0.00535,0,0.0703,0.143,129.865,4"
"2o9LAypwGH4ctV0i9boo6d,""1uNFoZAHBGtllmzznpCI3s"",""Come Around Me"",""Changes"",""Justin Bieber"",2020-02-14,200773,67,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop"",0.648,0.681,2,-8.389,0,0.0378,0.263,0.00783,0.0971,0.767,157.941,4"
"4vVTI94F9uJ8lHNDWKv0i2,""6S0dmVVn4udvppDhZIWxCr,1uNFoZAHBGtllmzznpCI3s"",""Eenie Meenie"",""Eenie Meenie"",""Sean Kingston,Justin Bieber"",2010-03-23,201946,76,spotify:user:,2023-03-07T21:55:56Z,""dance pop,miami hip hop,pop,canadian pop"",0.72,0.607,1,-4.168,1,0.0322,0.0543,0,0.113,0.828,121.223,4"
"5NU40QTlXrDUJzDBdv79bg,""1uNFoZAHBGtllmzznpCI3s"",""Deserve You"",""Justice"",""Justin Bieber"",2021-03-19,187238,66,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop"",0.677,0.633,7,-7.831,1,0.0771,0.0314,0,0.112,0.409,89.934,4"
"7gd01LMH2gBcoDngSt8sq9,""7bXgB6jMjp9ATFy66eO08Z,1uNFoZAHBGtllmzznpCI3s"",""Next To You (feat. Justin Bieber)"",""F.A.M.E. (Expanded Edition)"",""Chris Brown,Justin Bieber"",2011-03-22,265813,71,spotify:user:,2023-03-07T21:55:56Z,""r&b,rap,canadian pop,pop"",0.67,0.676,8,-4.725,1,0.037,0.0201,0,0.11,0.349,114.974,4"
"0oaY19dUwZimIgzn3ZZLZO,""1uNFoZAHBGtllmzznpCI3s"",""2 Much"",""Justice"",""Justin Bieber"",2021-03-19,152796,70,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop"",0.583,0.444,9,-8.601,1,0.0456,0.593,0,0.353,0.167,119.59,4"
"69ghzc538EQSVon2Gm3wrr,""1uNFoZAHBGtllmzznpCI3s"",""One Less Lonely Girl"",""My World"",""Justin Bieber"",2009-01-01,229106,69,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop"",0.58,0.75,4,-4.421,1,0.194,0.159,0,0.274,0.728,86.938,4"
"2ZlCGeK30BLRNSPC832pNZ,""1uNFoZAHBGtllmzznpCI3s,246dkjvS1zLTtiykXe5h60,5yy76ufVriyvidNSvXlRU1"",""Forever (feat. Post Malone & Clever)"",""Changes"",""Justin Bieber,Post Malone,Clever"",2020-02-14,219933,69,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop,dfw rap,melodic rap,rap,alabama rap"",0.825,0.483,8,-5.746,0,0.08,0.538,0.0000148,0.204,0.892,139.98,4"
"3kZLeZr4StCy1tlOBRJrUH,""1uNFoZAHBGtllmzznpCI3s"",""Lifetime"",""Justice (Triple Chucks Deluxe)"",""Justin Bieber"",2021-03-26,207020,57,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop"",0.669,0.276,2,-7.077,1,0.0282,0.769,0,0.115,0.341,90.025,3"
"5WvAo7DNuPRmk4APhdPzi8,""0QHgL1lAIqAw0HtD7YldmP,1uNFoZAHBGtllmzznpCI3s,0VRj0yCOv2FXJNP47XQnx5,1anyVhU62p31KFi8MEzkbf"",""No Brainer"",""No Brainer"",""DJ Khaled,Justin Bieber,Quavo,Chance the Rapper"",2018-07-27,260000,66,spotify:user:,2023-03-07T21:55:56Z,""hip hop,miami hip hop,pop rap,rap,trap,canadian pop,pop,atl hip hop,melodic rap,chicago rap,conscious hip hop"",0.552,0.76,0,-4.706,1,0.342,0.0733,0,0.0865,0.639,135.702,5"
"2IjyFRCRn8x1bEquOM3vxg,""1uNFoZAHBGtllmzznpCI3s"",""Purpose"",""Purpose (Deluxe)"",""Justin Bieber"",2015-11-13,210160,67,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop"",0.481,0.285,0,-10.848,1,0.0424,0.9,0,0.123,0.316,130.029,4"
"6Z2pe32hFnUd2x5NgO5KFc,""1uNFoZAHBGtllmzznpCI3s,6USv9qhCn6zfxlBQIYJ9qs"",""Die For You (feat. Dominic Fike)"",""Justice"",""Justin Bieber,Dominic Fike"",2021-03-19,198425,50,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop,alternative pop rock"",0.729,0.632,1,-6.572,1,0.032,0.00196,0.00000262,0.0848,0.702,135.027,4"
"55sgQENF3LY1sUcJUwasLl,""5he5w2lnU9x7JFhnwcekXX,1uNFoZAHBGtllmzznpCI3s,4Gso3d4CscCijv0lmajZWs"",""Don’t Go (with Justin Bieber & Don Toliver)"",""Don’t Go (with Justin Bieber & Don Toliver)"",""Skrillex,Justin Bieber,Don Toliver"",2021-08-20,168253,64,spotify:user:,2023-03-07T21:55:56Z,""brostep,complextro,edm,electro,pop dance,canadian pop,pop,rap,trap"",0.689,0.695,11,-5.22,1,0.0429,0.019,0,0.123,0.359,75.05,4"
"137mSruegm1u6x9NvwiagR,""1uNFoZAHBGtllmzznpCI3s,2tIP7SsRs7vjIcLrU85W8J"",""Unstable (feat. The Kid LAROI)"",""Justice"",""Justin Bieber,The Kid LAROI"",2021-03-19,158324,70,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop,australian hip hop"",0.495,0.333,4,-10.109,0,0.0288,0.737,0,0.112,0.37,99.757,4"
"01TuObJVd7owWchVRuQbQw,""085pc2PYOi8bGKj0PNjekA,1uNFoZAHBGtllmzznpCI3s"",""#thatPOWER"",""#willpower (Deluxe)"",""will.i.am,Justin Bieber"",2013-01-01,279506,68,spotify:user:,2023-03-07T21:55:56Z,""dance pop,pop,pop rap,canadian pop"",0.797,0.608,6,-6.096,0,0.0584,0.00112,0.0000766,0.0748,0.402,127.999,4"
"2wrJq5XKLnmhRXHIAf9xBa,""7z5WFjZAIYejWy0NI5lv4T,1uNFoZAHBGtllmzznpCI3s"",""10,000 Hours (with Justin Bieber)"",""10,000 Hours (with Justin Bieber)"",""Dan + Shay,Justin Bieber"",2019-10-04,167693,78,spotify:user:,2023-03-07T21:55:56Z,""contemporary country,country,country road,canadian pop,pop"",0.654,0.63,10,-4.644,1,0.0259,0.153,0,0.111,0.43,89.991,4"
"5dfjlWOwxxCQnM26MpsJjV,""1uNFoZAHBGtllmzznpCI3s,0xOeVMOz2fVg5BJY3N6akT"",""I Can't Be Myself (feat. Jaden)"",""Justice (Triple Chucks Deluxe)"",""Justin Bieber,Jaden"",2021-03-26,193359,52,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop,pop rap,rap"",0.704,0.66,3,-5.961,1,0.0316,0.00195,0.00000308,0.141,0.54,120.064,4"
"2tB9OFgAHjAds3cqquLlvp,""1uNFoZAHBGtllmzznpCI3s,3wcj11K77LjEY1PkEazffa"",""Loved By You (feat. Burna Boy)"",""Justice"",""Justin Bieber,Burna Boy"",2021-03-19,159250,67,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop,afro dancehall,dancehall,nigerian hip hop,nigerian pop"",0.79,0.724,1,-6.972,1,0.0852,0.0696,0.00000233,0.113,0.642,101.04,4"
"40qyPyljksBEqlNw5sW37T,""1uNFoZAHBGtllmzznpCI3s"",""Habitual"",""Changes"",""Justin Bieber"",2020-02-14,168200,61,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop"",0.764,0.443,4,-6.625,1,0.0439,0.52,0.0000196,0.0749,0.63,138.999,4"
"1Mg8vLBYwizu7AuhYQO64V,""1uNFoZAHBGtllmzznpCI3s,3ipn9JLAPI5GUEo4y4jcoi"",""All Around The World"",""Believe (Deluxe Edition)"",""Justin Bieber,Ludacris"",2012-06-15,244546,59,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop,atl hip hop,dance pop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop,trap"",0.689,0.816,3,-3.951,0,0.178,0.0188,0.00000242,0.181,0.776,127.972,4"
"521Os1SMlxmsoevsqyjNmJ,""1uNFoZAHBGtllmzznpCI3s"",""Changes"",""Changes"",""Justin Bieber"",2020-02-14,135493,61,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop"",0.485,0.412,9,-7.766,0,0.042,0.738,0,0.12,0.612,64.062,3"
"0pYUyZ3aQR1fAOdhXfoD3R,""1uNFoZAHBGtllmzznpCI3s"",""Somebody"",""Justice"",""Justin Bieber"",2021-03-19,179414,51,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop"",0.547,0.753,2,-7.677,1,0.0463,0.000286,0.0000872,0.12,0.375,75.999,4"
"1EsTfiu26JucTyc5npjJU4,""1uNFoZAHBGtllmzznpCI3s,46MWeeHNVMYRIIofQBEX98"",""Love You Different (feat. BEAM)"",""Justice"",""Justin Bieber,BEAM"",2021-03-19,186695,49,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop,trap soul"",0.756,0.59,8,-6.665,1,0.0589,0.068,0.00000145,0.159,0.382,127.143,4"
"34q2wrKN8QvZG1EIy2TgFn,""1uNFoZAHBGtllmzznpCI3s,0VRj0yCOv2FXJNP47XQnx5"",""Wish You Would (feat. Quavo)"",""Justice (Triple Chucks Deluxe)"",""Justin Bieber,Quavo"",2021-03-26,241391,48,spotify:user:,2023-03-07T21:55:56Z,""canadian pop,pop,atl hip hop,melodic rap,rap,trap"",0.592,0.679,7,-4.911,1,0.0349,0.032,0,0.0741,0.409,139.941,4"
"2xtIAFJIMkzHGHiCrJ9iwd,""3XcCT5MPlQPWFTJyzXbfuX,5gCRApTajqwbnHHPbr2Fpi,1uNFoZAHBGtllmzznpCI3s"",""Lolly"",""Lolly"",""Maejor,Juicy J,Justin Bieber"",2013-01-01,225506,65,spotify:user:,2023-03-07T21:55:56Z,""detroit hip hop,pop r&b,crunk,memphis hip hop,pop rap,rap,southern hip hop,trap,canadian pop,pop"",0.663,0.889,1,-2.975,1,0.303,0.0376,0,0.784,0.837,152.186,4"
